Status_group,District_name,Ward_name,Location,Source_group,Amount_tsh,Pop_served,Construction_year,Quality_group,Wptcode,Quality_group,Extraction_group,Breakdown_year,Payment_group,Funder,Installer,Management,Hardware Problem
not functional,Kalambo,Kipeta,"32.30308235,-8.316016548",borehole,0,530,1995,enough,15023080231WP07_515,good,india mark ii,2009,never pay,TASAF,DWE,vwc,pump broken
not functional,Kalambo,Kipeta,"32.30087989,-8.324827129",borehole,0,230,1995,enough,15023080231WP08_516,good,india mark ii,2009,never pay,TASAF,DWE,vwc,pump broken
not functional,Nkasi,Kipande,"31.37142067,-7.788845551",river/lake,0,1,1984,enough,15033081051WP17_258,good,gravity,2000,never pay,In,Vill,vwc,tap broken
not functional,Nkasi,Kipande,"31.44226094,-7.857876077",river/lake,0,1,1976,enough,15033081051WP23_260,good,gravity,1989,never pay,CO,DWE,vwc,pipe broken
not functional,Nkasi,Kipande,"31.43605723,-7.852025363",river/lake,0,1,1976,enough,15033081051WP25_262,good,gravity,1988,never pay,GO,DWE,vwc,pipe broken
not functional,Nkasi,Kipande,"31.43485518,-7.851661752",river/lake,0,1,1976,enough,15033081051WP26_263,good,gravity,1989,never pay,GO,DWE,vwc,pipe broken
not functional,Nkasi,Kipande,"31.4333938,-7.851325757",river/lake,0,1,1976,enough,15033081051WP27_264,good,gravity,1990,never pay,GO,COUN,vwc,pipe broken
not functional,Nkasi,Kipande,"31.43133347,-7.850336369",river/lake,0,1,1976,enough,15033081051WP28_265,good,gravity,1989,never pay,GO,DWE,vwc,pipe broken
not functional,Nkasi,Kipande,"31.42980613,-7.849988434",river/lake,0,1,1976,enough,15033081051WP29_266,good,gravity,1989,never pay,GO,DWE,vwc,pipe broken
not functional,Nkasi,Kipande,"31.41897721,-7.775132205",borehole,2000,280,2003,enough,15033081051WP30_267,salty,swn 80,unknown,annually,TA,Tanz,vwc,none
not functional,Nkasi,Kipande,"31.4214189,-7.774914377",borehole,2000,1,2003,enough,15033081051WP31_268,salty,swn 80,2010,annually,TA,Tanz,vwc,pump broken
not functional,Nkasi,Kipande,"31.41581455,-7.772560435",shallow well,2000,1,1995,enough,15033081051WP33_270,good,other,2002,annually,CO,DWE,vwc,pump broken
not functional,Nkasi,Kipande,"31.37518075,-7.792921745",river/lake,0,1,1976,enough,15033081051WP019_234,good,gravity,2010,never pay,GO,DWE,vwc,pipe broken
not functional,Nkasi,Kipande,"31.37590982,-7.794749157",river/lake,0,1,1975,enough,15033081051WP020_236,good,gravity,2000,never pay,GO,DWE,vwc,pipe broken
not functional,Nkasi,Kipande,"31.3771372,-7.794936533",river/lake,0,1,1975,enough,15033081051WP021_237,good,gravity,2010,never pay,GO,DWE,vwc,pipe broken
not functional,Nkasi,Kipande,"31.38084721,-7.799800636",river/lake,0,1,1976,enough,15033081051WP022_238,good,gravity,2011,never pay,GO,DWE,vwc,pipe broken
not functional,Nkasi,Kipande,"31.35488027,-7.747987439",shallow well,0,1,2010,insufficient,15033081051WP11_252,good,nira/tanira,2011,never pay,Ba,CONS,parastatal,pump broken
not functional,Nkasi,Kipande,"31.35565633,-7.751339029",river/lake,1000,1,2006,insufficient,15033081051WP09_250,good,gravity,2009,annually,DE,DWE,vwc,pump broken
not functional,Nkasi,Kipande,"31.36529478,-7.866872594",shallow well,0,1,1992,enough,15033081051WP039_244,good,other,2010,never pay,CO,DWE,vwc,pump broken
not functional,Nkasi,Kipande,"31.37318737,-7.865094895",shallow well,0,1,1992,enough,15033081051WP037_242,good,other,2002,never pay,CO,DWE,vwc,pump broken
not functional,Nkasi,Kipande,"31.36793627,-7.859804615",shallow well,0,1,1992,enough,15033081051WP038_243,good,other,2003,never pay,CO,DWE,unknown,pump broken
not functional,Nkasi,Kipande,"31.44289581,-7.859030001",river/lake,0,1,1976,enough,15033081051WP24_261,good,gravity,1989,never pay,GO,DWE,vwc,pipe broken
not functional,Sumbawanga Urban,Kilesha,"31.66740059,-8.507524163",river/lake,0,70,1990,enough,1502308064WP05_557,good,gravity,2009,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.67590054,-8.512029784",river/lake,0,400,1990,enough,1502308064WP01_553,good,gravity,2009,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.67451777,-8.511473724",river/lake,0,300,1990,enough,1502308064WP02_554,good,gravity,2009,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.67542964,-8.469866527",river/lake,0,450,1989,enough,1502308064WP34_586,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.67838451,-8.470746596",river/lake,0,350,1989,enough,1502308064WP32_584,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.67304855,-8.470533258",river/lake,0,400,1989,enough,1502308064WP31_583,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.67286338,-8.468556063",river/lake,0,350,1989,insufficient,1502308064WP30_582,good,gravity,2010,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.67184461,-8.466718745",river/lake,0,300,1989,enough,1502308064WP29_581,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.67383536,-8.429596485",river/lake,0,200,1990,enough,1502308064WP27_579,good,gravity,2010,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.67092079,-8.512667425",river/lake,0,275,1990,enough,1502308064WP03_555,good,gravity,2009,never pay,UNDP/ILO,DWE,vwc,pipe broken
not functional,Sumbawanga Urban,Kilesha,"31.7333506,-8.475561597",river/lake,0,200,1990,enough,1502308064WP22_574,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.73086306,-8.475142086",river/lake,0,50,1990,enough,1502308064WP21_573,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.72750233,-8.4741114",river/lake,0,200,1990,enough,1502308064WP20_572,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.72782208,-8.476450988",river/lake,0,350,1990,enough,1502308064WP19_571,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.72526787,-8.475373771",river/lake,0,270,1990,enough,1502308064WP18_570,good,gravity,2010,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.72502128,-8.473579434",river/lake,0,359,1990,enough,1502308064WP17_569,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.72233425,-8.473695575",river/lake,0,250,1990,enough,1502308064WP16_568,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,none
not functional,Sumbawanga Urban,Kilesha,"31.7205114,-8.471055793",river/lake,0,140,1990,enough,1502308064WP15_567,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.72475812,-8.477001949",river/lake,0,350,1990,enough,1502308064WP14_566,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.72345017,-8.476779466",river/lake,0,350,1990,enough,1502308064WP13_565,good,gravity,2011,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.66431778,-8.527056933",river/lake,0,450,1990,enough,1502308064WP11_563,good,gravity,2008,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.66271317,-8.529736706",river/lake,0,350,1990,enough,1502308064WP10_562,good,gravity,2008,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.66282514,-8.531563035",river/lake,0,250,1990,enough,1502308064WP09_561,good,gravity,2008,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.66493458,-8.53118143",river/lake,0,230,1990,enough,1502308064WP08_560,good,gravity,2008,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.66540008,-8.532615711",river/lake,0,420,1990,enough,1502308064WP07_559,good,gravity,2008,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.67084269,-8.509415549",river/lake,0,450,1990,enough,1502308064WP06_558,good,gravity,2009,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Sumbawanga Urban,Kilesha,"31.66515775,-8.506256526",river/lake,0,50,1990,enough,1502308064WP04_556,good,gravity,2009,never pay,UNDP/ILO,DWE,vwc,tap broken
not functional,Kalambo,Katete,"31.49238936,-8.677409082",borehole,50,150,2005,enough,1502308054WP02_521,good,india mark ii,2010,per bucket,RAS,DWE,vwc,pump broken
not functional,Nkasi,Kate,"31.07642252,-7.764619715",borehole,0,1,2006,dry,15033081071WP041_336,good,swn 80,2009,never pay,TA,Tanz,vwc,pump broken
not functional,Nkasi,Kate,"31.27045995,-7.784941107",river/lake,0,1,1985,insufficient,15033081071WP4_368,good,gravity,2003,never pay,IL,COUN,vwc,source damaged
not functional,Nkasi,Kate,"31.2695407,-7.778661564",river/lake,0,1,1985,insufficient,15033081071WP5_369,good,gravity,2003,never pay,IL,DWE,vwc,pipe broken
not functional,Nkasi,Kate,"31.26923332,-7.77768977",river/lake,0,1,1985,insufficient,15033081071WP6_370,good,gravity,2004,never pay,IL,COUN,vwc,pipe broken
not functional,Nkasi,Kate,"31.26500091,-7.772213379",river/lake,0,1,1985,insufficient,15033081071WP7_371,good,gravity,2001,never pay,IL,COUN,vwc,pipe broken
not functional,Nkasi,Kate,"31.26747615,-7.772091353",river/lake,0,1,1985,insufficient,15033081071WP8_372,good,gravity,2003,never pay,IL,COUN,vwc,pipe broken
not functional,Nkasi,Kate,"31.30124407,-7.83638856",borehole,2000,1,1983,enough,15033081071WP024_324,good,india mark ii,2008,annually,NO,NORA,vwc,pump broken
not functional,Nkasi,Kate,"31.27300021,-7.779672856",river/lake,0,1,1985,insufficient,15033081071WP1_358,unknown,gravity,2003,never pay,IL,Coun,vwc,source damaged
not functional,Nkasi,Kate,"31.1787876,-7.846980957",river/lake,0,1,1982,enough,15033081071WP048_343,good,submersible,2008,never pay,IL,CONS,vwc,pipe broken
not functional,Nkasi,Kate,"31.20953584,-7.847109994",river/lake,0,1,1983,insufficient,15033081071WP046_341,good,gravity,2011,never pay,IL,CONS,parastatal,pipe broken
not functional,Nkasi,Kate,"31.29348715,-7.806310231",borehole,2000,1,1983,enough,15033081071WP012_312,good,india mark ii,2011,annually,NO,NORA,vwc,pump broken
not functional,Nkasi,Kate,"31.26930668,-7.772523526",river/lake,0,1,1985,insufficient,15033081071WP9_373,good,gravity,2000,never pay,IL,COUN,vwc,pipe broken
not functional,Nkasi,Kate,"31.2995956,-7.845640663",borehole,2000,1,1983,enough,15033081071WP017_317,good,india mark ii,2006,annually,NO,NORA,vwc,pump broken
not functional,Nkasi,Kate,"31.30276856,-7.846397854",borehole,2000,1,1983,dry,15033081071WP018_318,unknown,other,1987,annually,NO,NORA,unknown,pump broken
not functional,Nkasi,Kate,"31.29695069,-7.84837549",borehole,2000,1,1983,enough,15033081071WP019_319,colored,other,1987,annually,NO,NORA,vwc,pump broken
not functional,Nkasi,Kate,"31.29480598,-7.843012661",borehole,2000,1,1983,enough,15033081071WP021_321,good,other,1984,annually,NO,NORA,vwc,pump broken
not functional,Nkasi,Kate,"31.29530214,-7.840788425",borehole,2000,1,1983,enough,15033081071WP022_322,good,india mark ii,2011,annually,NO,NORA,vwc,pump broken
not functional,Nkasi,Kate,"31.2981927,-7.838268805",borehole,2000,1,1983,enough,15033081071WP023_323,good,other,1984,annually,NO,NORA,vwc,pump broken
not functional,Nkasi,Kate,"31.27188672,-7.781195077",river/lake,1000,1,1985,insufficient,15033081071WP3_362,good,gravity,2003,annually,IL,COUN,vwc,pipe broken
not functional,Nkasi,Kate,"31.09807801,-7.773880699",borehole,0,1,2006,dry,15033081071WP043_338,good,other handpump,2009,never pay,TA,Tanz,vwc,pump broken
not functional,Nkasi,Kate,"31.26746567,-7.769182356",river/lake,0,1,1985,insufficient,15033081071WP10_359,good,gravity,2002,never pay,IL,COUN,vwc,pipe broken
not functional,Nkasi,Kate,"31.06263046,-7.755078036",borehole,0,1,2005,insufficient,15033081071WP040_335,good,other handpump,2009,never pay,TA,Tanz,vwc,pump broken
not functional,Nkasi,Kate,"31.06049127,-7.752889276",borehole,0,250,2005,enough,15033081071WP039_334,good,swn 80,2011,never pay,TA,Tanz,vwc,pump broken
not functional,Nkasi,Kate,"31.23656847,-7.855954709",river/lake,1000,1,1983,insufficient,15033081071WP033_333,good,gravity,2009,annually,IL,CONS,vwc,pipe broken
not functional,Sumbawanga Urban,Katazi,"31.85892203,-8.655998848",shallow well,0,1144,1984,enough,1502308071WP04_590,good,other,1991,never pay,RUDEP,DWE,vwc,pump stolen
not functional,Sumbawanga Urban,Katazi,"31.86959775,-8.661579426",shallow well,0,1000,1984,enough,1502308071WP05_591,good,other,1994,never pay,RUDEP,DWE,vwc,pump stolen
not functional,Sumbawanga Urban,Katazi,"31.74075175,-8.532415119",borehole,0,600,2008,enough,1502308071WP08_594,good,india mark ii,2008,never pay,ADB,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Katazi,"31.73950098,-8.531322658",shallow well,0,203,1981,enough,1502308071WP11_597,good,other,1985,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Katazi,"31.74225111,-8.535347397",shallow well,0,350,1979,enough,1502308071WP13_599,good,other,1981,never pay,DWE,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Katazi,"31.81272893,-8.513618313",shallow well,0,450,1990,enough,1502308071WP14_600,good,other,2006,never pay,RUDEP,DWE,vwc,pump broken
not functional,Sumbawanga Urban,Katazi,"31.82256703,-8.504880048",spring,0,250,1990,enough,1502308071WP16_602,good,gravity,2001,never pay,RUDEP,DWE,vwc,pipe broken
not functional,Sumbawanga Urban,Katazi,"31.82275667,-8.507945746",spring,0,1000,1990,enough,1502308071WP17_603,good,gravity,2008,never pay,RUDEP,DWE,vwc,none
not functional,Sumbawanga Urban,Katazi,"31.8186374,-8.50714923",spring,0,1500,1990,enough,1502308071WP18_604,good,gravity,2002,never pay,RUDEP,DWE,vwc,pipe broken
not functional,Sumbawanga Urban,Katazi,"31.85313896,-8.667731447",shallow well,0,400,1986,enough,1502308071WP03_589,good,other,1990,never pay,RUDEP,DWE,vwc,pump stolen
not functional,Nkasi,Kasense,"31.53976117,-7.983105777",spring,0,900,2005,dry,15042016131WP06,good,gravity,2010,never pay,Caltus,Cultus,vwc,pipe broken
not functional,Nkasi,Kasense,"31.46118012,-7.973186528",shallow well,0,1250,1984,dry,15042016131WP03,good,other,2012,never pay,Sumbawanga Munici,Sumbaw,vwc,pump broken
not functional,Nkasi,Kasense,"31.50651242,-7.980424524",shallow well,0,600,1998,dry,15042016131WP05,good,other,2010,never pay,Sumbawanga Munici,Sumbaw,vwc,pump stolen
not functional,Kalambo,Kasanga,"31.08183593,-8.362348438",shallow well,0,1000,1991,enough,15023080011WP03_1,good,nira/tanira,2009,never pay,NORAD,DWE,vwc,pump broken
not functional,Songea Urban,Kala,"31.05167338,-8.120675302",river/lake,200,1,1998,enough,15033081091WP08_404,good,gravity,2010,on failure,GT,GTZ,vwc,source damaged
not functional,Songea Urban,Kala,"30.96824366,-8.133749358",shallow well,0,1,1991,unknown,15033081091WP07_403,unknown,other,2006,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kala,"30.96762112,-8.132537729",shallow well,0,1,1991,enough,15033081091WP06_402,good,nira/tanira,2009,never pay,RU,DWE,vwc,pump broken
not functional,Nkasi,Kala,"30.96671313,-8.127059468",shallow well,0,1,1991,enough,15033081091WP05_401,colored,other,2007,never pay,RU,DWE,vwc,pump broken
not functional,Nkasi,Kala,"30.9478515,-8.102527707",shallow well,0,1,1991,insufficient,15033081091WP03_399,good,other,2003,never pay,RU,RUDE,vwc,pump broken
not functional,Nkasi,Kala,"30.94803554,-8.101740812",borehole,0,1,1993,dry,15033081091WP01_394,unknown,other,1991,never pay,RU,DWE,vwc,none
not functional,Nkasi,Kala,"31.0532275,-8.125911863",river/lake,200,300,1998,enough,15033081091WP011_396,good,gravity,2010,on failure,Gt,Gtz,vwc,tap broken
not functional,Nkasi,Kala,"31.05620026,-8.119526181",river/lake,200,1,1998,enough,15033081091WP010_395,good,gravity,2010,on failure,Gt,Gtz,vwc,pipe broken
not functional,Songea Urban,Kala,"31.05280862,-8.12055541",river/lake,200,1,1998,enough,15033081091WP09_405,good,gravity,2010,on failure,Gt,Gtz,vwc,source damaged
not functional,Songea Urban,Kabwe,"30.55406984,-7.03986469",borehole,0,1,1994,enough,15033081133WP019_496,good,india mark ii,2006,never pay,RU,DWE,vwc,pump broken
not functional,Mbinga,Kabwe,"30.55546995,-7.120968402",shallow well,1000,1,1994,unknown,15033081133WP030_507,unknown,other,2005,annually,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kabwe,"30.5546762,-7.044482147",borehole,0,1,1994,insufficient,15033081133WP022_499,good,india mark ii,2007,never pay,RU,DWE,vwc,pump broken
not functional,Songea Rural,Kabwe,"30.55681491,-7.05218582",river/lake,0,1,1985,unknown,15033081133WP009_486,unknown,submersible,2002,never pay,RU,DWE,vwc,tap broken
not functional,Mbinga,Kabwe,"30.57913978,-7.003630547",shallow well,0,1,1994,enough,15033081133WP1_510,good,nira/tanira,2008,never pay,RU,DWE,vwc,pump broken
not functional,Mbinga,Kabwe,"30.57407985,-6.976542794",shallow well,0,1,1994,insufficient,15033081133WP3_512,good,nira/tanira,2002,never pay,RU,DWE,vwc,pump broken
not functional,Mbinga,Kabwe,"30.57644907,-6.971683646",shallow well,0,1,1994,dry,15033081133WP5_514,unknown,other,2000,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kabwe,"30.55281361,-7.043803664",river/lake,0,1,1986,enough,15033081133WP021_498,good,submersible,2000,never pay,RU,DWE,vwc,tap broken
not functional,Songea Rural,Kabwe,"30.55612251,-7.05428892",river/lake,0,1,1984,unknown,15033081133WP008_485,unknown,submersible,2000,never pay,RU,DWE,vwc,tap broken
not functional,Songea Rural,Kabwe,"30.55998701,-7.046261314",borehole,0,1,2007,enough,15033081133WP006_483,good,swn 80,2009,never pay,CO,DWE,vwc,pump broken
not functional,Songea Urban,Kabwe,"30.55823452,-7.071193006",borehole,500,1,1994,unknown,15033081133WP025_502,unknown,india mark ii,2007,annually,RU,DWE,vwc,pump broken
not functional,Nyasa,Kabwe,"30.56412231,-7.118231339",shallow well,1000,1,1994,insufficient,15033081133WP032_509,good,other,2005,annually,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kabwe,"30.5582162,-7.038034096",shallow well,0,1,1994,insufficient,15033081133WP024_501,good,other,2000,never pay,RU,RUDE,vwc,pump broken
not functional,Songea Urban,Kabwe,"30.55852266,-7.051069468",shallow well,0,1,1994,unknown,15033081133WP011_488,unknown,nira/tanira,2009,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kabwe,"30.55250522,-7.044763478",river/lake,0,1,1986,enough,15033081133WP020_497,good,submersible,2000,never pay,RU,DWE,vwc,tap broken
not functional,Songea Urban,Kabwe,"30.55557702,-7.04181062",river/lake,0,1,1986,unknown,15033081133WP018_495,unknown,submersible,2000,never pay,Go,DWE,vwc,tap broken
not functional,Songea Urban,Kabwe,"30.55733207,-7.041918065",river/lake,0,1,1986,unknown,15033081133WP017_494,unknown,submersible,1990,never pay,Go,DWE,vwc,tap broken
not functional,Songea Urban,Kabwe,"30.55822758,-7.041995995",borehole,0,1,1994,enough,15033081133WP016_493,good,india mark ii,2009,never pay,RU,DWE,vwc,pump broken
not functional,Songea Urban,Kabwe,"30.56659147,-7.054042192",shallow well,0,500,2005,enough,15033081133WP014_491,good,other,2010,never pay,CO,DWE,vwc,pump broken
not functional,Songea Urban,Kabwe,"30.55532128,-7.056553614",shallow well,0,1,1994,insufficient,15033081133WP013_490,good,other,2006,never pay,RU,DWE,vwc,pump broken
